round,id,score,position,services
216,0,17848.240209207783,8,"[{""lost"":1056,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":216,""successfulChecks"":216},{""lost"":131,""score"":3456.010575353969,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3456.010575353969,""totalChecks"":216,""successfulChecks"":216},{""lost"":119,""score"":3787.2338795855903,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3787.2338795855903,""totalChecks"":216,""successfulChecks"":216},{""lost"":199,""score"":2922.7317549403806,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2922.7317549403806,""totalChecks"":216,""successfulChecks"":216},{""lost"":131,""score"":3471.855503686624,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3471.855503686624,""totalChecks"":127,""successfulChecks"":127},{""lost"":70,""score"":4210.408495641221,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4210.408495641221,""totalChecks"":127,""successfulChecks"":127}]"
216,2,17825.804193129785,9,"[{""lost"":1048,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":216,""successfulChecks"":216},{""lost"":130,""score"":3488.920549371289,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3488.920549371289,""totalChecks"":216,""successfulChecks"":216},{""lost"":119,""score"":3779.910184438004,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3744.911016063578,""totalChecks"":216,""successfulChecks"":214},{""lost"":197,""score"":2936.493769047898,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2895.709133366677,""totalChecks"":216,""successfulChecks"":213},{""lost"":130,""score"":3487.46579458336,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3487.46579458336,""totalChecks"":127,""successfulChecks"":127},{""lost"":70,""score"":4208.797699744882,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4208.797699744882,""totalChecks"":127,""successfulChecks"":127}]"
216,1,17820.122166632544,10,"[{""lost"":1049,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":216,""successfulChecks"":216},{""lost"":133,""score"":3456.6437882121295,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3456.6437882121295,""totalChecks"":216,""successfulChecks"":216},{""lost"":120,""score"":3769.8794517163506,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3752.4263061065526,""totalChecks"":216,""successfulChecks"":215},{""lost"":198,""score"":2929.195450736459,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2915.634360686753,""totalChecks"":216,""successfulChecks"":215},{""lost"":130,""score"":3486.4154463760833,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3486.4154463760833,""totalChecks"":127,""successfulChecks"":127},{""lost"":70,""score"":4209.002265251029,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4209.002265251029,""totalChecks"":127,""successfulChecks"":127}]"
217,8,38281.04100288415,3,"[{""lost"":36,""score"":10002.349470531692,""stolen"":992,""shortname"":""SeaOfHackerz"",""totalScore"":9310.942825103233,""totalChecks"":217,""successfulChecks"":202},{""lost"":26,""score"":6886.651504185491,""stolen"":164,""shortname"":""ArcaneLink"",""totalScore"":6601.030013228488,""totalChecks"":217,""successfulChecks"":208},{""lost"":13,""score"":4875.237893742427,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4807.838291524789,""totalChecks"":217,""successfulChecks"":214},{""lost"":28,""score"":6243.371807610705,""stolen"":119,""shortname"":""MaScroll-2"",""totalScore"":5725.488431864195,""totalChecks"":217,""successfulChecks"":199},{""lost"":6,""score"":6497.428355124525,""stolen"":127,""shortname"":""NorthernFiles"",""totalScore"":5583.727492685139,""totalChecks"":128,""successfulChecks"":110},{""lost"":6,""score"":6252.013948478302,""stolen"":90,""shortname"":""UberPendragon"",""totalScore"":6252.013948478302,""totalChecks"":128,""successfulChecks"":128}]"
217,9,34265.75130183961,4,"[{""lost"":59,""score"":10051.256573135623,""stolen"":1012,""shortname"":""SeaOfHackerz"",""totalScore"":9773.341644846158,""totalChecks"":217,""successfulChecks"":211},{""lost"":59,""score"":5500.770459371954,""stolen"":89,""shortname"":""ArcaneLink"",""totalScore"":5450.072114124286,""totalChecks"":217,""successfulChecks"":215},{""lost"":19,""score"":5633.901659341291,""stolen"":57,""shortname"":""MaScroll-1"",""totalScore"":5633.901659341291,""totalChecks"":217,""successfulChecks"":217},{""lost"":71,""score"":4158.74831492521,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4158.74831492521,""totalChecks"":217,""successfulChecks"":217},{""lost"":53,""score"":4960.543395909522,""stolen"":40,""shortname"":""NorthernFiles"",""totalScore"":4883.034905348435,""totalChecks"":128,""successfulChecks"":126},{""lost"":53,""score"":4366.652663254228,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4366.652663254228,""totalChecks"":128,""successfulChecks"":128}]"
217,7,23348.89956954906,6,"[{""lost"":672,""score"":3410.6952502014237,""stolen"":591,""shortname"":""SeaOfHackerz"",""totalScore"":2671.9732374849864,""totalChecks"":217,""successfulChecks"":170},{""lost"":126,""score"":3553.30277168225,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3553.30277168225,""totalChecks"":217,""successfulChecks"":217},{""lost"":27,""score"":4648.2486533237725,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4498.3051483778445,""totalChecks"":217,""successfulChecks"":210},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4907.834101382488,""totalChecks"":217,""successfulChecks"":213},{""lost"":130,""score"":3510.456671378168,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3510.456671378168,""totalChecks"":128,""successfulChecks"":128},{""lost"":71,""score"":4207.027639243323,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4207.027639243323,""totalChecks"":128,""successfulChecks"":128}]"
217,4,51707.53717591677,1,"[{""lost"":73,""score"":9925.38505079394,""stolen"":1048,""shortname"":""SeaOfHackerz"",""totalScore"":9467.99403462832,""totalChecks"":217,""successfulChecks"":207},{""lost"":63,""score"":8030.985725252471,""stolen"":386,""shortname"":""ArcaneLink"",""totalScore"":7438.83931233063,""totalChecks"":217,""successfulChecks"":201},{""lost"":0,""score"":10397.321063847718,""stolen"":545,""shortname"":""MaScroll-1"",""totalScore"":10301.493219941287,""totalChecks"":217,""successfulChecks"":217},{""lost"":19,""score"":6137.228062071517,""stolen"":110,""shortname"":""MaScroll-2"",""totalScore"":6108.9459051034455,""totalChecks"":217,""successfulChecks"":217},{""lost"":0,""score"":8815.574479018764,""stolen"":341,""shortname"":""NorthernFiles"",""totalScore"":8815.574479018764,""totalChecks"":128,""successfulChecks"":128},{""lost"":9,""score"":9574.69022489433,""stolen"":443,""shortname"":""UberPendragon"",""totalScore"":9574.69022489433,""totalChecks"":128,""successfulChecks"":128}]"
217,6,46476.97428949653,2,"[{""lost"":32,""score"":11053.010853390531,""stolen"":1142,""shortname"":""SeaOfHackerz"",""totalScore"":10645.526582297793,""totalChecks"":217,""successfulChecks"":209},{""lost"":1,""score"":7880.498790516641,""stolen"":224,""shortname"":""ArcaneLink"",""totalScore"":7880.498790516641,""totalChecks"":217,""successfulChecks"":217},{""lost"":28,""score"":5045.167735161015,""stolen"":26,""shortname"":""MaScroll-1"",""totalScore"":5021.918114261655,""totalChecks"":217,""successfulChecks"":217},{""lost"":19,""score"":10133.48190324473,""stolen"":595,""shortname"":""MaScroll-2"",""totalScore"":10086.783829957889,""totalChecks"":217,""successfulChecks"":217},{""lost"":8,""score"":8299.3545481219,""stolen"":296,""shortname"":""NorthernFiles"",""totalScore"":8299.3545481219,""totalChecks"":128,""successfulChecks"":128},{""lost"":33,""score"":4651.921842524828,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4542.892424340653,""totalChecks"":128,""successfulChecks"":125}]"
217,3,18648.99159099233,7,"[{""lost"":1054,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":217,""successfulChecks"":217},{""lost"":119,""score"":3632.1943625549193,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3632.1943625549193,""totalChecks"":217,""successfulChecks"":217},{""lost"":115,""score"":3842.518342604705,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3807.103427004662,""totalChecks"":217,""successfulChecks"":215},{""lost"":137,""score"":3546.3991962537825,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3497.37063593691,""totalChecks"":217,""successfulChecks"":214},{""lost"":130,""score"":3505.1791697879635,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3505.1791697879635,""totalChecks"":128,""successfulChecks"":128},{""lost"":71,""score"":4207.143995707875,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4207.143995707875,""totalChecks"":128,""successfulChecks"":128}]"
217,0,17717.462404151134,8,"[{""lost"":1062,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":217,""successfulChecks"":217},{""lost"":134,""score"":3431.1818106426176,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3431.1818106426176,""totalChecks"":217,""successfulChecks"":217},{""lost"":122,""score"":3748.0662690156273,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3748.0662690156273,""totalChecks"":217,""successfulChecks"":217},{""lost"":202,""score"":2899.533056613928,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2899.533056613928,""totalChecks"":217,""successfulChecks"":217},{""lost"":134,""score"":3447.7385870781277,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3447.7385870781277,""totalChecks"":128,""successfulChecks"":128},{""lost"":72,""score"":4190.942680800834,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4190.942680800834,""totalChecks"":128,""successfulChecks"":128}]"
217,1,17677.7826549394,9,"[{""lost"":1055,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":217,""successfulChecks"":217},{""lost"":136,""score"":3431.759009295438,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3431.759009295438,""totalChecks"":217,""successfulChecks"":217},{""lost"":123,""score"":3731.0152258344788,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3713.821607282246,""totalChecks"":217,""successfulChecks"":216},{""lost"":201,""score"":2905.9933944579548,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2892.6017198291165,""totalChecks"":217,""successfulChecks"":216},{""lost"":133,""score"":3462.2532587227047,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3462.2532587227047,""totalChecks"":128,""successfulChecks"":128},{""lost"":73,""score"":4177.347059809894,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4177.347059809894,""totalChecks"":128,""successfulChecks"":128}]"
217,2,17671.2553479056,10,"[{""lost"":1054,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":217,""successfulChecks"":217},{""lost"":133,""score"":3463.878967164806,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3463.878967164806,""totalChecks"":217,""successfulChecks"":217},{""lost"":123,""score"":3728.553402162069,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3694.188854676704,""totalChecks"":217,""successfulChecks"":215},{""lost"":200,""score"":2913.285247847972,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2873.009414928415,""totalChecks"":217,""successfulChecks"":214},{""lost"":133,""score"":3463.262165393203,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3463.262165393203,""totalChecks"":128,""successfulChecks"":128},{""lost"":73,""score"":4176.915945742471,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4176.915945742471,""totalChecks"":128,""successfulChecks"":128}]"
218,6,46603.249292230576,2,"[{""lost"":32,""score"":11059.605400109387,""stolen"":1147,""shortname"":""SeaOfHackerz"",""totalScore"":10653.74832120629,""totalChecks"":218,""successfulChecks"":210},{""lost"":1,""score"":7938.403113491415,""stolen"":230,""shortname"":""ArcaneLink"",""totalScore"":7938.403113491415,""totalChecks"":218,""successfulChecks"":218},{""lost"":31,""score"":5076.330550936933,""stolen"":30,""shortname"":""MaScroll-1"",""totalScore"":5053.044630978507,""totalChecks"":218,""successfulChecks"":218},{""lost"":20,""score"":10135.101630627962,""stolen"":600,""shortname"":""MaScroll-2"",""totalScore"":10088.610338744347,""totalChecks"":218,""successfulChecks"":218},{""lost"":8,""score"":8346.04165140261,""stolen"":302,""shortname"":""NorthernFiles"",""totalScore"":8346.04165140261,""totalChecks"":129,""successfulChecks"":129},{""lost"":35,""score"":4631.101265845679,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4523.401236407408,""totalChecks"":129,""successfulChecks"":126}]"
218,8,38630.511283654545,3,"[{""lost"":36,""score"":10010.262934159111,""stolen"":997,""shortname"":""SeaOfHackerz"",""totalScore"":9321.483374469264,""totalChecks"":218,""successfulChecks"":203},{""lost"":26,""score"":6937.999165163593,""stolen"":169,""shortname"":""ArcaneLink"",""totalScore"":6651.568006968766,""totalChecks"":218,""successfulChecks"":209},{""lost"":13,""score"":4875.237893742427,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4808.147464012027,""totalChecks"":218,""successfulChecks"":215},{""lost"":28,""score"":6292.987490570374,""stolen"":124,""shortname"":""MaScroll-2"",""totalScore"":5773.383018871903,""totalChecks"":218,""successfulChecks"":200},{""lost"":6,""score"":6547.16019960841,""stolen"":132,""shortname"":""NorthernFiles"",""totalScore"":5633.602962453748,""totalChecks"":129,""successfulChecks"":111},{""lost"":6,""score"":6442.326456878835,""stolen"":104,""shortname"":""UberPendragon"",""totalScore"":6442.326456878835,""totalChecks"":129,""successfulChecks"":129}]"
218,9,34387.70275758091,4,"[{""lost"":59,""score"":10059.062851739254,""stolen"":1017,""shortname"":""SeaOfHackerz"",""totalScore"":9782.207910865698,""totalChecks"":218,""successfulChecks"":212},{""lost"":60,""score"":5498.668008835192,""stolen"":90,""shortname"":""ArcaneLink"",""totalScore"":5448.221513341292,""totalChecks"":218,""successfulChecks"":216},{""lost"":19,""score"":5633.901659341291,""stolen"":57,""shortname"":""MaScroll-1"",""totalScore"":5633.901659341291,""totalChecks"":218,""successfulChecks"":218},{""lost"":75,""score"":4116.073563738449,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4116.073563738449,""totalChecks"":218,""successfulChecks"":218},{""lost"":55,""score"":5132.459704714867,""stolen"":55,""shortname"":""NorthernFiles"",""totalScore"":5052.886686037117,""totalChecks"":129,""successfulChecks"":127},{""lost"":54,""score"":4354.411424257063,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4354.411424257063,""totalChecks"":129,""successfulChecks"":129}]"
218,7,23219.53448413643,6,"[{""lost"":677,""score"":3391.3733075417645,""stolen"":595,""shortname"":""SeaOfHackerz"",""totalScore"":2660.2056678423933,""totalChecks"":218,""successfulChecks"":171},{""lost"":129,""score"":3528.0381008014783,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3528.0381008014783,""totalChecks"":218,""successfulChecks"":218},{""lost"":27,""score"":4648.2486533237725,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4498.992962620716,""totalChecks"":218,""successfulChecks"":211},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4908.256880733945,""totalChecks"":218,""successfulChecks"":214},{""lost"":136,""score"":3448.310901330271,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3448.310901330271,""totalChecks"":129,""successfulChecks"":129},{""lost"":74,""score"":4175.729970807627,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4175.729970807627,""totalChecks"":129,""successfulChecks"":129}]"
218,3,18457.943932962626,7,"[{""lost"":1060,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":218,""successfulChecks"":218},{""lost"":122,""score"":3606.4608112353712,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3606.4608112353712,""totalChecks"":218,""successfulChecks"":218},{""lost"":118,""score"":3817.496850358236,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3782.4739434742155,""totalChecks"":218,""successfulChecks"":216},{""lost"":142,""score"":3498.3291853412857,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3450.1870405888826,""totalChecks"":218,""successfulChecks"":215},{""lost"":136,""score"":3442.813781024017,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3442.813781024017,""totalChecks"":129,""successfulChecks"":129},{""lost"":74,""score"":4176.008356640141,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4176.008356640141,""totalChecks"":129,""successfulChecks"":129}]"
